checkpoint,architecture,layer,head,learned_bias,fixed_config_bias,total_zero_input_logit,gamma_zero_input,one_minus_gamma,half_life_tokens,efold_tokens,weight_l2,weight_rms,input_dim,parameter
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,0,0.653529167175293,3.9,4.553529167175293,0.9895797483241424,0.010420251675857575,66.17205737036595,95.46609901364694,2.7288472652435303,0.08527646958827972,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,1,-1.626695156097412,3.9,2.273304843902588,0.9066418937595921,0.09335810624040786,7.072372433081433,10.203276636526395,1.3698557615280151,0.042807988822460175,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,2,0.5468183159828186,3.9,4.446818315982819,0.9884198864503076,0.011580113549692388,59.50943615791526,85.85396843112272,2.6540284156799316,0.08293838798999786,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,3,-0.6635844707489014,3.9,3.2364155292510985,0.9621818940039912,0.03781810599600878,17.979647398853256,25.939148139257743,1.2542753219604492,0.03919610008597374,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,4,-1.5654550790786743,3.9,2.3345449209213256,0.911697910112129,0.08830208988787105,7.4978129031739265,10.817057492922306,1.3885403871536255,0.0433918833732605,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,5,-0.7810966372489929,3.9,3.118903362751007,0.9576657905715268,0.04233420942847317,16.02414449858482,23.117953802596485,1.4285094738006592,0.0446409210562706,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,6,11.402670860290527,3.9,15.302670860290528,0.9999997739864958,2.2601350421307892e-07,3066839.3229112183,4424513.882367281,2.755819797515869,0.08611936867237091,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,2,7,0.28872150182724,3.9,4.18872150182724,0.9850608995891531,0.014939100410846869,46.050744393573666,66.43718056585396,1.5277934074401855,0.0477435402572155,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,0,1.4002796411514282,3.9,5.300279641151429,0.9950345801822763,0.004965419817723699,139.24801826829727,200.89242540928828,4.478828430175781,0.13996338844299316,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,1,-1.0456537008285522,3.9,2.8543462991714477,0.9455429141611769,0.05445708583882319,12.378511493512256,17.85841714527717,2.61376690864563,0.08168021589517593,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,2,-0.9611057043075562,3.9,2.9388942956924438,0.9497359694267402,0.050264030573259816,13.440570996817124,19.390645123824097,2.8976428508758545,0.09055132418870926,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,3,-1.9621230363845825,3.9,1.9378769636154174,0.8741187202754455,0.1258812797245545,5.152013794331495,7.43278475167358,1.9968725442886353,0.06240227445960045,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,4,-0.4457784593105316,3.9,3.4542215406894683,0.9693567869295622,0.030643213070437773,22.27155370288433,32.131060080043454,2.7361626625061035,0.08550508320331573,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,5,-1.4246549606323242,3.9,2.4753450393676757,0.9223952397416785,0.07760476025832148,8.580521918439203,12.379076419971291,1.971386194229126,0.06160581856966019,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,6,1.9244334697723389,3.9,5.824433469772339,0.9970542257445638,0.002945774255436174,234.9554619625586,338.96907980315876,4.476974964141846,0.13990549743175507,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-polar__reg-baseline__distr-0__mem-1__win-0,polar,6,7,0.2769711911678314,3.9,4.176971191167832,0.984886993718354,0.01511300628164597,45.516828694637674,65.66690303474624,2.656351327896118,0.0830109715461731,1024,blocks.6.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,0,-0.42055562138557434,3.9,3.4794443786144256,0.9700972065979774,0.029902793402022565,22.831687195322235,32.93916189181944,1.557265281677246,0.04866454377770424,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,1,-0.8860015869140625,3.9,3.0139984130859374,0.9532025369266807,0.046797463073319334,14.462298191636021,20.86468588093071,1.0911897420883179,0.034099679440259933,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,2,-0.5402510762214661,3.9,3.359748923778534,0.966422630266767,0.033577369733233026,20.29473766890814,29.279117391076216,1.245659589767456,0.038926862180233,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,3,-0.11326971650123596,3.9,3.786730283498764,0.9778329150566544,0.02216708494334568,30.92133917568979,44.61006268641329,1.336812973022461,0.0417754091322422,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,4,-0.9835941195487976,3.9,2.9164058804512023,0.9486515049978754,0.05134849500212462,13.14926184643129,18.970374857196877,1.3690801858901978,0.04278375208377838,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,5,-0.2737016975879669,3.9,3.626298302412033,0.9740754483309669,0.025924551669033083,26.389003432695027,38.071284386350946,1.4527125358581543,0.04539726674556732,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,6,-0.6781930923461914,3.9,3.2218069076538085,0.9616467130495229,0.038353286950477114,17.72386049171002,25.57012563679787,1.0514256954193115,0.032857052981853485,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,10,7,0.47177478671073914,3.9,4.3717747867107395,0.9875286905356426,0.012471309464357361,55.232044044286184,79.68299604085249,2.1140387058258057,0.06606371700763702,1024,blocks.10.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,0,-0.15709401667118073,3.9,3.742905983328819,0.9768628335159697,0.023137166484030296,29.610244856021993,42.71855341329087,0.6102926731109619,0.01907164230942726,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,1,-0.11939305812120438,3.9,3.7806069418787955,0.977699798233194,0.022300201766806048,30.734675709923238,44.34076423003674,1.0846627950668335,0.03389571234583855,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,2,-0.027239449322223663,3.9,3.8727605506777762,0.9796229912312518,0.020377008768748126,33.66837711576458,48.573200699693025,1.0582774877548218,0.03307117149233818,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,3,-0.5003517866134644,3.9,3.3996482133865356,0.9676935392927055,0.03230646070729452,21.106903028944956,30.45082432838313,0.7689783573150635,0.024030573666095734,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,4,0.1599690169095993,3.9,4.0599690169096,0.9830429480245823,0.016957051975417754,40.52907095918986,58.47108968466011,0.7305789589881897,0.02283059060573578,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,5,-0.17281025648117065,3.9,3.7271897435188293,0.9765049427673317,0.023495057232668263,29.15388293786406,42.060162337113844,0.5103795528411865,0.01594936102628708,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,6,0.13882219791412354,3.9,4.038822197914124,0.9826868163560336,0.01731318364396642,39.68821892636201,57.25799662677798,0.5786224007606506,0.01808195188641548,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,14,7,-0.41092386841773987,3.9,3.48907613158226,0.9703753488849226,0.029624651115077415,23.049338121003927,33.253165802945304,0.5063676238059998,0.01582399010658264,1024,blocks.14.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,2,0,0.13872936367988586,3.9,4.038729363679886,0.9826852368558325,0.017314763144167456,39.68456665787676,57.252727517146305,1.9945549964904785,0.062329843640327454,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,2,1,2.991323947906494,3.9,6.8913239479064945,0.9989844652913189,0.0010155347086810698,682.1974251855581,984.2028422224244,2.1923601627349854,0.06851126253604889,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,2,2,-1.4005622863769531,3.9,2.499437713623047,0.9241023922119129,0.07589760778808713,8.781529332046901,12.669068818765037,1.2976328134536743,0.04055102542042732,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,2,3,-0.8613391518592834,3.9,3.0386608481407165,0.95429045068593,0.04570954931407006,14.81488968884443,21.373367885412897,1.0835686922073364,0.03386152163147926,1024,blocks.2.attn.mem.w_gamma
atma-10b-L40S-mbs16-rope__reg-baseline__distr-0__mem-1__win-0,rope,2,4,-0.49264001846313477,3.9,3.407359981536865,0.967933762782727,0.032066237217273,21.267649810159554,30.682732912480294,1.0415444374084473,0.03254826366901398,1024,blocks.2.attn.mem.w_gamma
