timestamp,profile,device,dtype,kernel,heads,tokens,head_dim,window,iters,status,wall_s,runs_s,tokens_s,replay_s,first_call_s,capture_s,checksum,returncode,error
2026-06-24T14:12:41+0700,rx6700xt,cl,fp16,polar,4,16,16,16,10,ok,5.650106699991738,2098.37,33573.95,0.0048,2.4564,0.0331,-38.11249,0,
2026-06-24T14:12:47+0700,rx6700xt,cl,fp16,polar,4,32,16,32,10,ok,10.089158699993277,1519.85,48635.18,0.0066,5.5685,0.0756,80.581924,0,
2026-06-24T14:12:57+0700,rx6700xt,cl,fp16,polar,4,48,16,48,10,ok,12.929056599998148,2136.43,102548.76,0.0047,8.5298,0.0766,109.032791,0,
2026-06-24T14:13:10+0700,rx6700xt,cl,fp16,gdn,4,16,16,16,10,ok,7.247720900006243,2598.08,41569.24,0.0038,3.1305,0.0355,-93.628662,0,
2026-06-24T14:13:17+0700,rx6700xt,cl,fp16,gdn,4,32,16,32,10,ok,11.38743400000385,2589.0,82847.9,0.0039,7.1436,0.0629,-27.277632,0,
2026-06-24T14:13:29+0700,rx6700xt,cl,fp16,gdn,4,48,16,48,10,compile_timeout,181.0381458000047,,,,,,,,timeout after 180s
